Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id16,bhindi masala,bhindi,"okra (200g), tomatoes (100g), onions (100g), ginger-garlic paste (1 tbsp), cumin seeds (1 tsp), turmeric (1/2 tsp), red chili powder (1 tsp), salt to taste, coriander powder (1 tsp), cooking oil (2 tbsp)",veg,selenium, anemia hypertension cancer scurvy heart_disease kidney_disease diabeties, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,485
meal_id18,spinach tofu curry,curry,"spinach (250g), tofu (200g), tomato (100g), onion (100g), garlic (10g), ginger (10g), spices (10g)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,360
meal_id200,moong dal,dal,"moong dal,rice,onions,tomatoes,green peas,carrots,ginger,cumin Seeds,turmeric powder,asafoetida,salt,ghee,water",veg,vitamin_d, hypertension heart_disease, high_fiber_diet ketogenic_diet,530
meal_id56,paneer bhurji,bhurji,"paneer (200 grams), onions (50 grams), tomatoes (50 grams), green p eas (30 grams), green chillies (5 grams), turmeric Powder (1 gram), red Chili Powder (2 grams), garam Masala (1 gram), salt (to taste), oil (10 ml), fresh Coriander (5 grams)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,460
meal_id21,ragi dosa,dosa,"ragi flour (100g), urad dal (50g), fenugreek seeds (5g), water (as needed), salt (5g)",veg,calcium, obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,555
meal_id22,palak tofu,tofu,"spinach (200 grams), tofu (100 grams), onions (50 grams), tomatoes (50 grams), garlic (10 grams), ginger (10 grams), cumin seeds (5 grams), turmeric powder (5 grams), coriander powder (5 grams), garam masala (5 grams), salt (to taste), olive oil (10 ml), water (as needed)",veg,magnesium, goitre, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,260
meal_id23,dal tadka,dal,"yellow Lentils (200g), tomatoes (100g), onions (100g), garlic (5g), ginger (5g), green chilies (2), spices (5g), ghee (10g)",veg,vitamin_e, anemia cancer heart_disease kidney_disease obesity diabeties, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,690
meal_id31,palak paneer,paneer,"spinach (200g), paneer (150g), tomato (100g), onion (50g), garlic (10g), ginger (10g), green chilies (5g), cumin seeds (5g), turmeric powder (5g), garam masala (5g), salt (5g), oil (20ml), cream (50ml)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,600
meal_id32,paneer tikka, paneer,"paneer (200g), yogurt (50g), bell peppers (50g), onion (50g), spices (coriander powder, cumin powder, garam masala, salt, chili powder), lemon juice (10g)",veg,calcium, hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,355
meal_id238,palak dal,dal,"spinach (200g), lentils (100g), tomato (1 medium, chopped), onion (1 medium, chopped), garlic (3 cloves, minced), ginger (1-inch piece, minced), cumin seeds (1 tsp), turmeric powder (1/2 tsp), red chili powder (1/2 tsp), salt (to taste), water (500ml)",veg,phosphorus, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,210
meal_id263,bhindi masala,vegetables,"okra (200g), onions, tomatoes, spices, oil",veg,iron, kidney_disease, vegan_diet low_fat_diet high_fiber_diet,650
meal_id243,avocado salad,salad,"avocado (100g), lettuce (50g), cherry tomatoes (50g), olive oil (10ml), lemon juice (10ml), salt to taste",veg,magnesium, obesity diabeties anemia, alkaline_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,335
meal_id64,spinach tofu stir-fry,tofu,"tofu (200g), spinach (150g), onions, garlic, ginger, soy sauce, olive oil, salt, black pepper",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,625
meal_id65, vegetable khichdi,khichdi,"rice (100g), lentils (50g), vegetables (carrots, peas, beans - 200g), ghee (10g), spices (cumin, turmeric, salt - to taste)",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,390
meal_id163,pomegranate chaat,chaat,"pomegranate seeds (100g), chickpeas (50g), cucumber (50g), mint leaves (5g), chaat masala (5g), lemon juice (10g) ",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,260
meal_id21,bitter gourd stir-fry, fry,"bitter gourd (100g), onion (50g), tomato (50g), garlic (5g), olive oil (10g), turmeric powder (2g), salt to taste",veg,calcium, obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,245
meal_id22,quinoa khichdi,khichdi,"quinoa (100g), split yellow lentils (100g), carrots (50g), peas (50g), onions (50g), tomatoes (50g), ginger (10g), garlic (10g), turmeric powder (5g), cumin seeds (5g), ghee (10g), coriander leaves (10g), salt (as per taste)",veg,magnesium, goitre, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,260
meal_id23, lentil soup with spinach and tomatoes,soup,"lentils (100g), spinach (50g), tomatoes (2 medium-sized), onion (1 medium-sized), garlic (2 cloves), cumin Seeds (1 teaspoon), turmeric powder (1/2 teaspoon), salt (as per taste), water (500ml)",veg,vitamin_e, anemia cancer heart_disease kidney_disease obesity diabeties, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,265
meal_id264,rajma (kidney beans) curry,curry,"kidney beans, onions, tomatoes, garlic, ginger, cumin, coriander, garam masala, chili powder, salt",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,435
meal_id265,tofu bhurji,bhurji,"tofu (200g), onions (1 medium, chopped), tomatoes (2 medium, chopped), green chilies (2, chopped), turmeric powder (1/2 tsp), cumin seeds (1/2 tsp), coriander powder (1 tsp), salt to taste, cilantro leaves (for garnish)",veg,calcium, obesity diabeties hypertension pregnancy, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,655
meal_id266,bajra roti,roti,"Pearl millet flour (100g), water, salt",veg,carbohydrates, obesity diabeties anemia, high_protien_diet vegan_diet dash_diet ketogenic_diet,375
meal_id257,quinoa salad,salad,"quinoa (100g), mixed vegetables (bell peppers, cucumber, cherry tomatoes - 200g), olive oil (1 tbsp), lemon juice (1 tbsp), salt (to taste)",veg,vitamin_e, hypertension, high_protien_diet dash_diet gluten_free_diet,550
meal_id259,methi pulao,pulao,"fenugreek leaves (100 grams), basmati rice (200 grams), onion (1 large, sliced), tomato (1 large, chopped), green chili (2, chopped), ginger-garlic paste (1 tablespoon), turmeric powder (1/2 teaspoon), cumin seeds (1 teaspoon), coriander powder (1 teaspoon), garam masala (1/2 teaspoon), salt (to taste), oil (2 tablespoons)",veg,chloride, obesity hypertension, paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,515
meal_id267,spinach dal,dal,"spinach, lentils, garlic, onions, tomatoes, spices",veg,calcium, anemia pregnancy hypertension cancer scurvy goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,265
meal_id199,sprouted moong salad,salad,"sprouted soong seans (100g), cucumber (50g), tomato (50g), onion (30g), coriander leaves (10g), lemon juice (10ml), salt (to taste), black pepper (to taste)",veg,potassium, scurvy, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,355
meal_id47,fish curry,curry,"fish (200g), coconut milk (100ml), onions (50g), tomatoes (50g), garlic (10g), ginger (10g), spices (turmeric, red chili powder, coriander - 5g each), curry leaves (5g), salt (to taste)",non-veg,potassium, anemia pregnancy cancer goitre kidney_disease obesity, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,375
meal_id48,beetroot and spinach sabzi,vegetable,"beetroot (200g), spinach (200g), onions (100g), tomatoes (100g), garlic (10g), ginger (10g), green chilies (5g), spices (turmeric, cumin, coriander - 10g total), oil (20g)",non-veg,calcium, anemia hypertension rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,550
meal_id213,chole, main course,"chickpeas (250 grams), onions (100 grams), tomatoes (100 grams), garlic (10 grams), ginger (10 grams), green chilies (2), spices (turmeric, cumin, coriander, garam masala, salt)",veg,vitamin_a, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,255
meal_id268, Vegetable Upma,Upma,"Semolina (Rava), Mixed Vegetables (such as carrots, peas, beans), Mustard seeds, Urad dal (split black gram), Curry leaves, Green chilies, Ginger, Onion, Salt, Water",veg,vitamin_a, rickets goitre, low_sodium_diet low_fat_diet high_fiber_diet,520
meal_id49,Masoor Dal Soup, Soup,"Red lentils (masoor dal), tomatoes, onions, garlic, ginger, turmeric, cumin seeds, coriander powder, salt, water. (100g masoor dal, 200g tomatoes)",veg,chloride, goitre, vegan_diet high_fiber_diet,615
meal_id67,Chana Masala,Curry,"Chickpeas (200g), Onion (100g), Tomato (100g), Ginger-garlic paste (15g), Spices (to taste)",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,355
meal_id51,Spinach and Cottage Cheese Salad,Salad,"Spinach (100g), Cottage Cheese (Paneer) (100g), Tomatoes (50g), Cucumber (50g), Lemon juice (10g), Olive oil (10g), Salt (as per taste)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,255
meal_id5,Matar Paneer,Paneer,"Paneer (200g), Green Peas (150g), Onion, Tomato, Garlic, Ginger, Spices",veg,vitamin_a, goitre kidney_disease, high_protien_diet,440
meal_id7,Rajma Masala,Curry,"Kidney beans (100g), tomatoes (50g), onions (50g), garlic (10g), ginger (10g), green chilies (5g), spices (5g), coriander leaves (10g), oil (10g), salt to taste",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,545
meal_id269,Moong Dal Chilla,Chilla,"Moong dal (100g), Spinach (50g), Onion (50g), Green chili (1), Ginger (1 inch), Cumin seeds (1 tsp), Turmeric powder (1/2 tsp), Salt (to taste), Oil (for cooking)",veg,vitamin_a, anemia rickets scurvy, low_fat_diet,395
meal_id53,Methi Malai Matar,Curry,"Fresh fenugreek leaves (methi), green peas (matar), cream, onions, tomatoes, spices",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,645
meal_id55,Ragi Idli,Idli,"Ragi (finger millet) flour, Rice flour, Yogurt, Salt, Baking soda, Water",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,610
meal_id15,Millet Upma, Upma,"Millet (150g), mixed vegetables (carrots, peas, bell peppers) (200g), mustard seeds, urad dal, curry leaves, green chilies, ginger, turmeric powder, salt, water",veg,iron, hypertension, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,260
meal_id17,Soya Chaap Curry,Curry,"Soya chaap (200g), onions (100g), tomatoes (100g), yogurt (100g), ginger-garlic paste (2 tbsp), green chilies (2), coriander powder (1 tsp), cumin powder (1 tsp), garam masala (1 tsp), kasuri methi (1 tsp), cream (2 tbsp), salt (to taste), oil (2 tbsp)",veg,calcium, goitre hypertension kidney_disease, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,490
meal_id184,Sabudana Khichdi,Khichdi,"Sabudana (tapioca pearls) (200g), peanuts (50g), potatoes (100g), green chilies (2), cumin seeds (1 tsp), curry leaves (10), lemon juice (from 1 lemon), cilantro (for garnish), salt (to taste)",veg,calcium, obesity scurvy kidney_disease heart_disease, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,340
meal_id270,Dhokla,Snack,"Gram Flour (200g), Semolina (50g), Yogurt (100g), Green Chili, Ginger, Mustard Seeds, Curry Leaves, Baking Soda, Salt",veg,calcium, obesity eye_disease, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,225
meal_id29,Spinach Dal,Dal,"Yellow lentils (200g), spinach (200g), onions (50g), tomatoes (100g), garlic (5 cloves), ginger (10g), green chilies (2), spices (cumin seeds, turmeric, coriander powder), salt, and vegetable oil (30ml)",veg,vitamin_c, anemia scurvy goitre kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,655
meal_id271,Dahi Vada,Chaat,"Urad dal (100 grams), Curd (200 grams), Green chilies (2), Ginger (10 grams), Cumin seeds (5 grams), Salt (to taste), Oil (for frying)",veg,protien, obesity rickets hypertension, high_protien_diet,375
meal_id272,Methi Dal,Dal,"Split yellow lentils (200g), Fenugreek leaves (100g), Tomato (1 medium), Onion (1 medium), Garlic (3 cloves), Ginger (1-inch piece), Green chilies (2), Turmeric powder (1/2 teaspoon), Cumin seeds (1 teaspoon), Coriander powder (1 teaspoon), Salt (to taste), Water (500ml)",veg,vitamin_a, hypertension heart_disease, high_fiber_diet ketogenic_diet,235
meal_id273,Oats Upma,Upma,"Rolled oats (100g), Mixed Vegetables (carrot, peas, capsicum, 100g), Mustard seeds (5g), Urad dal (5g), Curry leaves (5-6), Green chilies (5g), Turmeric powder (5g)",veg,iron, diabeties goitre, low_fat_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,430
meal_id274,Bottle Gourd Soup,Soup,"Bottle gourd (600 grams), onions (2 medium-sized), garlic cloves (3-4), ginger (1-inch piece), green chilies (2), vegetable broth or water (4 cups), black pepper, cumin powder, salt, fresh cilantro for garnish",veg,vitamin_c, anemia pregnancy hypertension cancer scurvy heart_disease rickets kidney_disease obesity diabeties, alkaline_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,570
meal_id25,Sprout Salad,Salad,"Mixed Sprouts (200g), Cucumber (100g), Tomato (100g), Onion (50g), Lemon Juice (20g), Salt (to taste)",veg,protien, hypertension, high_protien_diet vegan_diet dash_diet ketogenic_diet,330
meal_id207,Methi Thepla,Thepla,"Whole Wheat Flour (200g), Fenugreek Leaves (100g), Yogurt (50g), Spices (Cumin, Coriander, Turmeric - 5g each), Oil (10ml)",veg,potassium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet gluten_free_diet,685
meal_id275,Tinda Masala,Curry,"Tinda (Indian round gourd) - 250 grams (peeled and diced), Onion - 1 large (finely chopped), Tomato - 2 medium (finely chopped), Garlic - 4 cloves (minced), Ginger - 1-inch piece (grated), Green chili - 1 (slit), Cumin seeds - 1 teaspoon, Coriander powder - 1 teaspoon, Turmeric powder - 1/2 teaspoon, Red chili powder - 1/2 teaspoon, Garam masala - 1/2 teaspoon, Salt - to taste, Oil - 2 tablespoons, Coriander leaves - for garnish",veg,sodium, goitre, vegan_diet,255
meal_id276,Kadhi Pakora,Pakoda,"Besan (gram flour) - 200 grams, Yogurt - 250 grams (whisked), Water - 1 liter, Onion - 1 large (finely chopped), Green chili - 2 (finely chopped), Ginger - 1-inch piece (grated), Garlic - 4 cloves (minced), Turmeric powder - 1/2 teaspoon, Red chili powder - 1/2 teaspoon, Cumin seeds - 1 teaspoon, Mustard seeds - 1 teaspoon, Fenugreek seeds - 1/2 teaspoon, Salt - to taste, Oil - for deep frying pakoras and 2 tablespoons for tempering, Coriander leaves - for garnish",veg,potassium, obesity diabeties, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,410
meal_id277,Masoor Dal,Dal,"Red Lentils (200g), Tomatoes (2 medium), Onions (2 medium), Garlic (4 cloves), Ginger (1-inch piece), Turmeric Powder (1 tsp), Cumin Seeds (1 tsp), Ghee (2 tbsp), Coriander Leaves (for garnish), Salt to taste",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,385
meal_id278,Kadhi,Kadhi,"Yogurt (250g), Besan (50g), Onion (1 medium), Ginger (1 inch), Garlic (4 cloves), Green Chilies (2), Spices (Turmeric, Cumin seeds, Fenugreek seeds, Mustard seeds, Salt), Oil (2 tbsp), Water (500ml)",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,415
meal_id44,Beetroot Sabzi,Vegetable,"Beetroot (200g), Onion (50g), Green Chilies (2g), Mustard Seeds (2g), Curry Leaves (5g), Turmeric Powder (1g), Salt (to taste), Oil (10ml)",veg,iron, cancer, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet,435
meal_id45,ghee roast chicken dosa,dosa,"dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), for cooking chicken:, tamarind pulp, ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, dosa batter (for 4 dosas), processed cheese, ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,540
meal_id211,Methi (Fenugreek) Chicken Curry,Curry,"Chicken (200g), Fresh fenugreek leaves (50g), Tomato (50g), Onion (50g), Garlic (5g), Spices",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,395
meal_id85,Beetroot and Carrot Salad, Salad,"Beetroot (1 medium), Carrot (1 medium), Onion (1 small), Green Chili (1), Coriander Leaves (10g), Lemon Juice (10ml), Roasted Cumin Powder (5g), Salt (3g)",veg,vitamin_a, hypertension cancer heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet,325
meal_id3,Mixed Vegetable Soup,Soup,"Assorted vegetables (carrots, beans, peas) (200g), onions (50g), tomatoes (50g), ginger-garlic paste (10g), spices (turmeric, cumin, coriander), black pepper, salt",veg,vitamin_a, hypertension scurvy heart_disease goitre kidney_disease pregnancy, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,410
meal_id48,Poha,Poha,"Flattened Rice (Poha) (200g), Onions (100g), Potatoes (100g), Peanuts (50g), Green Chilies (2), Mustard Seeds (1 tsp), Turmeric Powder (1/2 tsp), Curry Leaves (a few), Fresh Coriander Leaves (for garnish), Oil (2 tbsp), Salt (to taste)",non-veg,calcium, anemia hypertension rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555
meal_id49,Tinda Sabzi,Vegetable,"Apple gourd (300g), Onion (100g), Tomato (100g), Garlic (10g), Ginger (10g), Green chilies (5g), Cumin seeds (3g), Coriander powder (5g), Turmeric powder (2g), Garam masala (3g), Olive oil (20g), Salt (to taste)",veg,chloride, goitre, vegan_diet high_fiber_diet,285
meal_id137,Tandoori Salmon,Fish,"Salmon fillets (200g), Yogurt (50g), Lemon juice (10g), Ginger-garlic paste (10g), Garam masala (5g), Turmeric powder (2g), Cumin powder (3g), Coriander powder (3g), Red chili powder (2g), Salt (to taste), Olive oil (15g)",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,220
meal_id127,Tandoori Fish,Fish,"Fish fillets (300g), Yogurt (100g), Lemon juice (10ml), Ginger-garlic paste (10g), Red chili powder (5g), Turmeric powder (2g), Garam masala (5g), Cumin powder (3g), Coriander powder (5g), Salt (to taste), Mustard oil (20ml)",non-veg,vitamin_c, cancer, high_protien_diet,485
meal_id50,Lentil and Vegetable Stew,Stew,"Red lentils (200g), Carrots (100g), Spinach (100g), Tomatoes (150g), Onion (100g), Garlic (10g), Ginger (10g), Cumin seeds (3g), Coriander powder (5g), Turmeric powder (2g), Salt (to taste), Olive oil (15g), Lemon juice (10g)",veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,475
meal_id68,Lauki Chana Dal,Dal,"Bottle gourd (lauki) (150g), Split Bengal gram (chana dal) (100g), Onion (100g), Tomato (100g), Garlic (5g), Ginger (5g), Green chili (5g), Cumin seeds (3g), Turmeric powder (2g), Coriander powder (5g), Garam masala (3g), Salt (to taste), Olive oil (20g), Lemon juice (10g)",veg,vitamin_d, kidney_disease, low_fat_diet,265
meal_id86,Methi Moong Dal,Dal,"Yellow lentils (moong dal) (100g), Fenugreek leaves (methi) (150g), Onion (100g), Tomato (100g), Garlic (5g), Ginger (5g), Green chili (5g), Cumin seeds (3g), Turmeric powder (2g), Coriander powder (5g), Garam masala (3g), Salt (to taste), Olive oil (20g), Lemon juice (10g)",veg,chloride, goitre, high_protien_diet,245
meal_id5,Chana Palak,Curry,"Chickpeas (200g), Spinach (100g), Onion (100g), Tomato (150g), Garlic (5g), Ginger (5g), Green chili (5g), Cumin seeds (3g), Coriander powder (5g), Turmeric powder (2g), Garam masala (3g), Salt (to taste), Olive oil (20g)",veg,vitamin_a, goitre kidney_disease, high_protien_diet,245
meal_id7,Soya Chunk Curry,Curry,"Soya chunks (200g), Onion (100g), Tomato (150g), Cashew nuts (20g), Yogurt (50g), Green chili (5g), Ginger (5g), Garlic (5g), Cumin seeds (3g), Coriander powder (5g), Turmeric powder (2g), Garam masala (3g), Salt (to taste), Olive oil (20g), Coriander leaves (for garnish)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,565
meal_id8,Grilled Salmon with Lemon and Herbs,Fish,"Salmon fillet (200g), Lemon juice (20g), Olive oil (20g), Garlic (5g), Fresh herbs (parsley, dill, thyme) (20g), Salt (to taste), Black pepper (to taste)",non-veg,sodium, pregnancy scurvy goitre kidney_disease obesity, alkaline_diet,545
meal_id9,Quinoa Lentil Salad, Salad,"Quinoa (100g), Lentils (100g), Cucumber (100g), Tomato (100g), Bell peppers (50g), Red onion (50g), Lemon juice (20g), Olive oil (30g), Salt (to taste), Black pepper (to taste)",veg,calcium, obesity cancer hypertension, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,620
meal_id10,Masoor Dal Tadka,Tadka,"Red lentils (200g), Tomato (100g), Onion (100g), Garlic (5g), Ginger (5g), Green chili (5g), Cumin seeds (3g), Turmeric powder (2g), Coriander powder (5g), Garam masala (3g), Salt (to taste), Oil (20g), Fresh coriander leaves (for garnish)",veg,vitamin_c, pregnancy hypertension scurvy obesity diabeties, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,590
meal_id12,Chicken Stir-fry with Broccoli,Fry,"Chicken Breast (200g), Broccoli (200g), Bell Peppers (100g), Onions (100g), Garlic (2 cloves, minced), Ginger (1-inch piece, minced), Soy Sauce (2 tbsp), Olive Oil (1 tbsp), Salt and Pepper to taste",non-veg,protien, diabeties goitre scurvy, low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,510
meal_id54,Sambar,Stew,"Toor dal (200 grams), Tamarind (50 grams), Mixed vegetables (400 grams), Tomatoes (2 medium), Onions (2 medium), Spices (mustard seeds, fenugreek seeds, turmeric, sambar powder, salt)",non-veg,calcium, anemia pregnancy hypertension heart_disease rickets goitre obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,630
meal_id87,Fish Tikka,Tikka,"Fish Fillets (300g), Yogurt (100g), Lemon Juice (20ml), Ginger (10g), Garlic (10g), Spices (10g)",non-veg,iron, anemia pregnancy hypertension rickets goitre kidney_disease obesity, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,385
meal_id71,Carrot Ginger Soup,Soup,"Carrots (500g, chopped), Ginger (20g, minced), Onion (1 medium, chopped), Garlic (4 cloves, minced), Vegetable broth (1 liter), Olive oil (2 tbsp), Salt (to taste), Black pepper (1/2 tsp), Coriander leaves (10g, chopped for garnish)",veg,sodium, obesity, alkaline_diet high_fiber_diet,610
meal_id215,Vegetable Raita,Raita,"Yogurt (200g), Cucumber (100g, diced), Carrot (50g, grated), Tomato (50g, diced), Onion (50g, finely chopped), Salt (1/2 tsp), Cumin powder (1/2 tsp), Coriander leaves (10g, chopped)",veg,sodium, scurvy heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,695
meal_id84,Tofu Stir Fry,Fry,"Extra-firm tofu (150g), mixed vegetables (broccoli, bell peppers, mushrooms) (150g), soy sauce (low-sodium), garlic, ginger, sesame oil, green onions (for garnish)",veg,manganese, pregnancy kidney_disease anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,515
meal_id6,Cottage Cheese Salad,Salad,"Cottage cheese (Paneer) (150g), cucumber (100g), tomatoes (100g), lettuce (50g), olive oil (10g), lemon juice (10g)",veg,calcium, goitre, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,295
meal_id11,Coconut Lime Quinoa Salad,Salad,"Quinoa (100g), coconut milk (50ml), lime juice (10ml), shredded coconut (20g), mixed vegetables (100g), cilantro (10g), salt and pepper (to taste)",veg,fiber, pregnancy hypertension scurvy goitre obesity, alkaline_diet low_fat_diet paleo_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,585
meal_id13,Watermelon and Strawberry Smoothie,Smoothie,"Watermelon chunks (200g), strawberries (100g), low-fat yogurt (100g), honey (10ml), ice cubes (as needed),chia seeds",veg,magnesium, scurvy, high_protien_diet high_fiber_diet,475
meal_id15,Almond and Cranberry Poha,Poha,"Poha (Flattened Rice) (200g), Almonds (30g, chopped), Cranberries (30g), Olive Oil (2 tbsp), Mustard Seeds (1 tsp), Cumin Seeds (1 tsp), Curry Leaves (8-10), Green Chilies (2, chopped), Turmeric Powder (1/2 tsp), Salt (to taste), Lemon Juice (1 tbsp), Coriander Leaves (for garnish)",veg,iron, hypertension, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,325
meal_id19,Baked Shakarpali,Snack,"Whole Wheat Flour (1 cup), Semolina (1/4 cup), Ghee (3 tbsp), Powdered Sugar (1/2 cup), Baking Powder (1/2 tsp), Cardamom Powder (1/2 tsp), Milk (2-3 tbsp), Sliced Almonds (for garnish)",veg,carbohydrates, diabeties goitre, alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet,410
meal_id25,Oatmeal Raisin Cookies,Cookie,"Rolled Oats (1 cup), Whole Wheat Flour (1/2 cup), Baking Powder (1 tsp), Cinnamon (1 tsp), Raisins (1/2 cup), Unsweetened Applesauce (1/4 cup), Honey (1/4 cup), Egg (1), Vanilla Extract (1 tsp), Olive Oil (2 tbsp)",veg,protien, hypertension, high_protien_diet vegan_diet dash_diet ketogenic_diet,220
meal_id27,Pineapple and Papaya Salad,Salad,"Pineapple (1 cup, diced), Papaya (1 cup, diced), Cucumber (1/2 cup, diced), Red Bell Pepper (1/2 cup, diced), Red Onion (1/4 cup, thinly sliced), Fresh Mint Leaves (2 tbsp, chopped), Lime Juice (2 tbsp), Honey (1 tbsp), Salt (to taste)",veg,fiber, obesity scurvy hypertension goitre, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,205
